373,1,2,11473,0
373,1,2,11103,140
373,1,2,10733,350
373,1,2,9993,420
373,1,2,9623,490
373,1,2,9253,560
373,1,2,8513,630
373,1,2,8143,700
373,1,2,7403,770
373,1,2,6293,840
373,1,2,3703,910
373,1,2,1113,980
373,1,2,1,1050
1,2,3,1,0
6293,2,3,8899,0
6293,2,3,8529,140
6293,2,3,8159,350
6293,2,3,7419,420
6293,2,3,1,490
8513,2,3,10385,0
8513,2,3,10015,210
8513,2,3,9645,350
8513,2,3,8905,420
8513,2,3,8535,490
8513,2,3,1,560
9623,2,3,14828,0
9623,2,3,14458,210
9623,2,3,14088,350
9623,2,3,13348,420
9623,2,3,12978,490
9623,2,3,12238,560
9623,2,3,11868,630
9623,2,3,11498,700
9623,2,3,10758,770
9623,2,3,10388,840
9623,2,3,9648,910
9623,2,3,1,980
10733,2,3,15571,0
10733,2,3,15201,210
10733,2,3,14831,280
10733,2,3,14461,350
10733,2,3,14091,420
10733,2,3,13721,490
10733,2,3,12981,560
10733,2,3,12611,630
10733,2,3,11871,700
10733,2,3,11501,770
10733,2,3,11131,840
10733,2,3,1,910
9993,2,3,15199,0
9993,2,3,14829,210
9993,2,3,14459,350
9993,2,3,14089,420
9993,2,3,13349,490
9993,2,3,12979,560
9993,2,3,12239,630
9993,2,3,11869,700
9993,2,3,11499,770
9993,2,3,10759,840
9993,2,3,10389,910
9993,2,3,1,980
11103,2,3,17422,0
11103,2,3,17052,210
11103,2,3,16682,280
11103,2,3,16312,350
11103,2,3,15942,420
11103,2,3,15572,490
11103,2,3,14832,560
11103,2,3,14462,630
11103,2,3,13722,700
11103,2,3,13352,770
11103,2,3,12982,840
11103,2,3,12242,910
11103,2,3,11872,980
11103,2,3,11132,1050
11103,2,3,1,1120
8143,2,3,10014,0
8143,2,3,9644,140
8143,2,3,9274,350
8143,2,3,8534,420
8143,2,3,8164,490
8143,2,3,1,560
11473,2,3,18533,0
11473,2,3,18163,210
11473,2,3,17793,350
11473,2,3,17053,420
11473,2,3,16683,490
11473,2,3,16313,560
11473,2,3,15573,630
11473,2,3,15203,700
11473,2,3,14463,770
11473,2,3,14093,840
11473,2,3,13723,910
11473,2,3,12983,980
11473,2,3,12613,1050
11473,2,3,11873,1120
11473,2,3,11503,1190
11473,2,3,1,1260
7403,2,3,9272,0
7403,2,3,8902,210
7403,2,3,8532,350
7403,2,3,8162,420
7403,2,3,7792,490
7403,2,3,1,560
3703,2,3,7412,0
3703,2,3,7042,210
3703,2,3,5192,350
3703,2,3,1,420
1113,2,3,4075,0
1113,2,3,3335,140
1113,2,3,2595,210
1113,2,3,1,350
9253,2,3,14087,0
9253,2,3,13717,210
9253,2,3,13347,350
9253,2,3,12977,420
9253,2,3,12237,490
9253,2,3,11867,560
9253,2,3,11497,630
9253,2,3,10757,700
9253,2,3,10387,770
9253,2,3,9647,840
9253,2,3,9277,910
9253,2,3,1,980
1,3,4,1,0
8159,3,4,9644,0
8159,3,4,9274,70
8159,3,4,8904,140
8159,3,4,8534,350
8159,3,4,8164,420
8159,3,4,1,490
11501,3,4,13353,0
11501,3,4,12613,140
11501,3,4,12243,350
11501,3,4,11873,420
11501,3,4,1,490
13347,3,4,18538,0
13347,3,4,18168,70
13347,3,4,17428,140
13347,3,4,17058,350
13347,3,4,16688,420
13347,3,4,15948,490
13347,3,4,15578,560
13347,3,4,15208,630
13347,3,4,14468,700
13347,3,4,14098,770
13347,3,4,13358,840
13347,3,4,1,910
8899,3,4,10756,0
8899,3,4,10386,70
8899,3,4,10016,140
8899,3,4,9646,350
