6602,1,2,7256,0
6602,1,2,7147,395
7147,2,3,7588,0
7147,2,3,7479,915
7256,2,3,7698,0
7256,2,3,7589,590
7698,3,4,8029,0
7479,3,4,7700,0
7479,3,4,7591,875
7588,3,4,7592,0
7589,3,4,7701,0
7589,3,4,7592,935
7592,4,5,7810,0
7592,4,5,7701,725
7591,4,5,7483,0
8029,4,5,8359,0
7701,4,5,7811,0
7700,4,5,8029,0
7483,5,6,7700,0
7483,5,6,7591,805
7811,5,6,7812,0
8029,5,6,8359,0
7701,5,6,7811,0
7810,5,6,8139,0
7810,5,6,8030,1000
8359,5,6,8580,0
8359,5,6,8471,630
8471,6,7,8581,0
8471,6,7,8472,840
7812,6,7,8139,0
7812,6,7,8030,800
7591,6,7,7592,0
7591,6,7,7483,720
8030,6,7,8468,0
7811,6,7,7812,0
8139,6,7,8469,0
8580,6,7,8691,0
8359,6,7,8580,0
7700,6,7,8138,0
7700,6,7,8029,955
7483,7,8,7700,0
8468,7,8,8581,0
8468,7,8,8472,280
7592,7,8,7810,0
7812,7,8,8139,0
7812,7,8,8030,750
8691,7,8,8801,0
8030,7,8,8468,0
8030,7,8,8359,945
8581,7,8,8691,0
8139,7,8,8469,0
8029,7,8,8468,0
8029,7,8,8359,920
8469,7,8,8581,0
8138,7,8,8142,0
8472,7,8,8581,0
8580,7,8,8691,0
8468,8,9,8581,0
8468,8,9,8472,110
8691,8,9,8801,0
8691,8,9,8692,960
8581,8,9,8691,0
8030,8,9,8468,0
8030,8,9,8359,490
8139,8,9,8469,0
8139,8,9,8360,735
8801,8,9,8911,0
8801,8,9,8802,925
8142,8,9,8360,0
8142,8,9,8251,695
8469,8,9,8581,0
8472,8,9,8581,0
7810,8,9,8248,0
7810,8,9,8139,520
8359,8,9,8471,0
7700,8,9,8029,0
8468,9,10,8581,0
8468,9,10,8472,455
8248,9,10,8470,0
8248,9,10,8361,595
8471,9,10,8581,0
8471,9,10,8472,655
8251,9,10,8470,0
8251,9,10,8361,515
8691,9,10,8801,0
8581,9,10,8691,0
8139,9,10,8469,0
8360,9,10,8580,0
8360,9,10,8471,690
8029,9,10,8468,0
8029,9,10,8359,740
8469,9,10,8581,0
8802,9,10,8911,0
8802,9,10,8802,490
8472,9,10,8581,0
8911,9,10,9021,0
8692,9,10,8801,0
8692,9,10,8692,755
8801,9,10,8911,0
8359,9,10,8580,0
8359,9,10,8471,545
8468,10,11,8581,0
8468,10,11,8472,170
9021,10,11,9022,0
8471,10,11,8472,0
8691,10,11,8801,0
8691,10,11,8692,640
8361,10,11,8362,0
8361,10,11,8253,795
8581,10,11,8691,0
8470,10,11,8581,0
8469,10,11,8581,0
8469,10,11,8472,590
8802,10,11,8802,0
8692,10,11,8801,0
8692,10,11,8692,490
8472,10,11,8581,0
8911,10,11,9021,0
8911,10,11,8912,665
8580,10,11,8582,0
8801,10,11,8911,0
8801,10,11,8802,610
8359,10,11,8471,0
8362,11,12,8471,0
9021,11,12,9022,0
8582,11,12,8691,0
8471,11,12,8581,0
8471,11,12,8472,395
8691,11,12,8801,0
8691,11,12,8692,755
8581,11,12,8691,0
8912,11,12,9021,0
8912,11,12,8912,365
8253,11,12,8470,0
8802,11,12,8802,0
9022,11,12,9022,0
8472,11,12,8581,0
8911,11,12,9021,0
8911,11,12,8912,800
8692,11,12,8801,0
8692,11,12,8692,490
8801,11,12,8911,0
8801,11,12,8802,645
9021,12,13,9022,0
8471,12,13,8581,0
8471,12,13,8472,375
8691,12,13,8801,0
8691,12,13,8692,665
8581,12,13,8691,0
8470,12,13,8690,0
8470,12,13,8581,505
8912,12,13,9021,0
8912,12,13,8912,360
8802,12,13,8802,0
9022,12,13,9022,0
8472,12,13,8581,0
8911,12,13,9021,0
8911,12,13,8912,670
8692,12,13,8801,0
8692,12,13,8692,485
8801,12,13,8911,0
8801,12,13,8802,630
9021,13,14,9022,0
8691,13,14,8801,0
8691,13,14,8692,740
8581,13,14,8691,0
8690,13,14,8692,0
8912,13,14,9021,0
8912,13,14,8912,445
8802,13,14,8802,0
9022,13,14,9022,0
8472,13,14,8581,0
8911,13,14,9021,0
8911,13,14,8912,785
8692,13,14,8801,0
8692,13,14,8692,485
8801,13,14,8911,0
8801,13,14,8802,630
9021,14,15,9022,0
8691,14,15,8801,0
8691,14,15,8692,780
8581,14,15,8691,0
8912,14,15,9021,0
8912,14,15,8912,445
8802,14,15,8802,0
9022,14,15,9022,0
8911,14,15,9021,0
8911,14,15,8912,785
8692,14,15,8801,0
8692,14,15,8692,510
8801,14,15,8911,0
8801,14,15,8802,630
9021,15,16,9022,0
8691,15,16,8801,0
8691,15,16,8692,600
8912,15,16,9021,0
8912,15,16,8912,425
8802,15,16,8911,0
8802,15,16,8802,285
9022,15,16,9022,0
8911,15,16,9021,0
8911,15,16,8912,545
8692,15,16,8801,0
8692,15,16,8692,565
8801,15,16,8911,0
8801,15,16,8802,480
