-1,52,0,1,52,0
-1,52,1,2,1,7
-1,52,1,2,2,6
-1,52,1,2,9,5
-1,52,1,2,15,4
-1,52,1,2,21,3
-1,52,1,2,22,2
-1,52,1,2,23,1
-1,52,1,2,24,0
-1,1,2,3,1,0
-1,2,2,3,1,1
-1,2,2,3,5,0
-1,9,2,3,1,6
-1,9,2,3,3,5
-1,9,2,3,9,4
-1,9,2,3,15,3
-1,9,2,3,21,2
-1,9,2,3,22,1
-1,9,2,3,23,0
-1,15,2,3,1,10
-1,15,2,3,2,9
-1,15,2,3,8,8
-1,15,2,3,14,7
-1,15,2,3,20,6
-1,15,2,3,22,5
-1,15,2,3,23,4
-1,15,2,3,24,2
-1,15,2,3,25,0
-1,21,2,3,23,10
-1,21,2,3,24,8
-1,21,2,3,25,7
-1,21,2,3,26,5
-1,21,2,3,27,2
-1,21,2,3,28,0
-1,22,2,3,25,10
-1,22,2,3,26,8
-1,22,2,3,27,6
-1,22,2,3,28,2
-1,22,2,3,29,0
-1,23,2,3,27,10
-1,23,2,3,28,7
-1,23,2,3,29,3
-1,23,2,3,30,0
-1,24,2,3,29,8
-1,24,2,3,30,3
-1,24,2,3,31,0
-1,1,3,4,1,0
-1,2,3,4,1,1
-1,2,3,4,4,0
-1,3,3,4,1,2
-1,3,3,4,3,1
-1,3,3,4,7,0
-1,5,3,4,1,3
-1,5,3,4,4,2
-1,5,3,4,9,1
-1,5,3,4,13,0
-1,8,3,4,1,5
-1,8,3,4,3,4
-1,8,3,4,8,3
-1,8,3,4,13,2
-1,8,3,4,18,1
-1,8,3,4,21,0
-1,9,3,4,1,5
-1,9,3,4,6,4
-1,9,3,4,11,3
-1,9,3,4,16,2
-1,9,3,4,21,1
-1,9,3,4,22,0
-1,14,3,4,1,8
-1,14,3,4,6,7
-1,14,3,4,11,6
-1,14,3,4,16,5
-1,14,3,4,21,4
-1,14,3,4,22,2
-1,14,3,4,23,1
-1,14,3,4,24,0
-1,15,3,4,1,9
-1,15,3,4,4,8
-1,15,3,4,9,7
-1,15,3,4,14,6
-1,15,3,4,19,5
-1,15,3,4,21,4
-1,15,3,4,22,3
-1,15,3,4,23,2
-1,15,3,4,24,0
-1,20,3,4,9,10
-1,20,3,4,14,9
-1,20,3,4,19,8
-1,20,3,4,21,7
-1,20,3,4,22,6
-1,20,3,4,23,5
-1,20,3,4,24,3
-1,20,3,4,25,1
-1,20,3,4,26,0
-1,21,3,4,21,10
-1,21,3,4,22,9
-1,21,3,4,23,7
-1,21,3,4,24,6
-1,21,3,4,25,3
-1,21,3,4,26,1
-1,21,3,4,27,0
-1,22,3,4,24,9
-1,22,3,4,25,7
-1,22,3,4,26,4
-1,22,3,4,27,1
-1,22,3,4,28,0
-1,23,3,4,26,9
-1,23,3,4,27,5
-1,23,3,4,28,1
-1,23,3,4,29,0
-1,24,3,4,27,10
-1,24,3,4,28,6
-1,24,3,4,29,1
-1,24,3,4,30,0
-1,25,3,4,29,8
-1,25,3,4,30,1
-1,25,3,4,31,0
-1,26,3,4,30,9
-1,26,3,4,31,1
-1,26,3,4,32,0
-1,27,3,4,32,2
-1,27,3,4,33,0
-1,28,3,4,33,2
-1,28,3,4,34,0
-1,29,3,4,34,2
-1,29,3,4,35,0
-1,30,3,4,35,2
-1,30,3,4,36,0
-1,31,3,4,36,3
-1,31,3,4,37,0
-1,1,4,5,1,0
-1,3,4,5,1,2
-1,3,4,5,3,1
-1,3,4,5,7,0
-1,4,4,5,1,2
-1,4,4,5,6,1
-1,4,4,5,10,0
-1,6,4,5,1,4
-1,6,4,5,2,3
-1,6,4,5,7,2
-1,6,4,5,12,1
-1,6,4,5,16,0
-1,7,4,5,1,4
-1,7,4,5,5,3
-1,7,4,5,10,2
-1,7,4,5,15,1
-1,7,4,5,19,0
-1,8,4,5,1,5
-1,8,4,5,3,4
-1,8,4,5,8,3
-1,8,4,5,13,2
-1,8,4,5,18,1
-1,8,4,5,21,0
-1,9,4,5,1,5
-1,9,4,5,6,4
-1,9,4,5,11,3
-1,9,4,5,16,2
-1,9,4,5,21,1
-1,9,4,5,22,0
-1,11,4,5,1,7
-1,11,4,5,2,6
