-1,232,0,1,232,0
-1,232,1,2,118,10
-1,232,1,2,122,9
-1,232,1,2,125,8
-1,232,1,2,128,7
-1,232,1,2,131,6
-1,232,1,2,135,5
-1,232,1,2,138,4
-1,232,1,2,141,3
-1,232,1,2,144,2
-1,232,1,2,148,1
-1,232,1,2,151,0
-1,118,2,3,93,10
-1,118,2,3,95,9
-1,118,2,3,98,8
-1,118,2,3,100,7
-1,118,2,3,103,6
-1,118,2,3,106,5
-1,118,2,3,108,4
-1,118,2,3,111,3
-1,118,2,3,113,2
-1,118,2,3,116,1
-1,118,2,3,118,0
-1,122,2,3,97,10
-1,122,2,3,99,9
-1,122,2,3,102,8
-1,122,2,3,104,7
-1,122,2,3,107,6
-1,122,2,3,110,5
-1,122,2,3,112,4
-1,122,2,3,115,3
-1,122,2,3,117,2
-1,122,2,3,120,1
-1,122,2,3,122,0
-1,125,2,3,100,10
-1,125,2,3,102,9
-1,125,2,3,105,8
-1,125,2,3,107,7
-1,125,2,3,110,6
-1,125,2,3,113,5
-1,125,2,3,115,4
-1,125,2,3,118,3
-1,125,2,3,120,2
-1,125,2,3,123,1
-1,125,2,3,125,0
-1,128,2,3,103,10
-1,128,2,3,105,9
-1,128,2,3,108,8
-1,128,2,3,110,7
-1,128,2,3,113,6
-1,128,2,3,116,5
-1,128,2,3,118,4
-1,128,2,3,121,3
-1,128,2,3,123,2
-1,128,2,3,126,1
-1,128,2,3,128,0
-1,131,2,3,106,10
-1,131,2,3,108,9
-1,131,2,3,111,8
-1,131,2,3,113,7
-1,131,2,3,116,6
-1,131,2,3,119,5
-1,131,2,3,121,4
-1,131,2,3,124,3
-1,131,2,3,126,2
-1,131,2,3,129,1
-1,131,2,3,131,0
-1,135,2,3,110,10
-1,135,2,3,112,9
-1,135,2,3,115,8
-1,135,2,3,117,7
-1,135,2,3,120,6
-1,135,2,3,123,5
-1,135,2,3,125,4
-1,135,2,3,128,3
-1,135,2,3,130,2
-1,135,2,3,133,1
-1,135,2,3,135,0
-1,138,2,3,113,10
-1,138,2,3,115,9
-1,138,2,3,118,8
-1,138,2,3,120,7
-1,138,2,3,123,6
-1,138,2,3,126,5
-1,138,2,3,128,4
-1,138,2,3,131,3
-1,138,2,3,133,2
-1,138,2,3,136,1
-1,138,2,3,138,0
-1,141,2,3,116,10
-1,141,2,3,118,9
-1,141,2,3,121,8
-1,141,2,3,123,7
-1,141,2,3,126,6
-1,141,2,3,129,5
-1,141,2,3,131,4
-1,141,2,3,134,3
-1,141,2,3,136,2
-1,141,2,3,139,1
-1,141,2,3,141,0
-1,144,2,3,119,10
-1,144,2,3,121,9
-1,144,2,3,124,8
-1,144,2,3,126,7
-1,144,2,3,129,6
-1,144,2,3,132,5
-1,144,2,3,134,4
-1,144,2,3,137,3
-1,144,2,3,139,2
-1,144,2,3,142,1
-1,144,2,3,144,0
-1,148,2,3,123,10
-1,148,2,3,125,9
-1,148,2,3,128,8
-1,148,2,3,130,7
-1,148,2,3,133,6
-1,148,2,3,136,5
-1,148,2,3,138,4
-1,148,2,3,141,3
-1,148,2,3,143,2
-1,148,2,3,146,1
-1,148,2,3,148,0
-1,151,2,3,126,10
-1,151,2,3,128,9
-1,151,2,3,131,8
-1,151,2,3,133,7
-1,151,2,3,136,6
-1,151,2,3,139,5
-1,151,2,3,141,4
-1,151,2,3,144,3
-1,151,2,3,146,2
-1,151,2,3,149,1
-1,151,2,3,151,0
-1,93,3,4,68,10
-1,93,3,4,70,9
-1,93,3,4,73,8
-1,93,3,4,75,7
-1,93,3,4,78,6
-1,93,3,4,81,5
-1,93,3,4,83,4
-1,93,3,4,86,3
-1,93,3,4,88,2
-1,93,3,4,91,1
-1,93,3,4,93,0
-1,95,3,4,70,10
-1,95,3,4,72,9
-1,95,3,4,75,8
-1,95,3,4,77,7
